id,name,description,projectId,parentId,estimatedHours,isActive,createdAt,updatedAt,recurrence,evaluatedBy,evaluationNotes,evaluatedAt,createdBy,dueDate,isShared,reminderDate,reminderTime,soundEnabled,completedAt,priority,status,hrTimesheetId,complexity,trainingLevel,masteryLevel,understandingLevel,activityType,activityName,periodicity
OdFK7UwFudmg9fhD4hDuZ,AUTRES - Contrôle et Reporting,"redaction de feuilles de temps ",,,2,true,2025-12-19 08:55:41.18,2025-12-19 08:55:41.18,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-19 08:54:12.371,false,,,true,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
oFjFww-oI_qF95-Qu727Z,Formation interne Odillon,Formation interne organisée par Odillon : Gestion du temps,,,16,true,2025-11-13 13:06:59.772,2025-11-13 13:06:59.772,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
OKpkC8fldplMxrR8phwML,AUTRES - Développement/Learning,Autres activités de développement et formation : Lecture de la convention collective titre 3,,,1,true,2025-12-23 10:13:49.164,2025-12-23 10:13:49.164,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-21 23:00:00,false,,,true,,MEDIUM,DONE,cWlBw0hdFeSqS-BiGFPsp,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
oqHSko3JlqU_Ravt1kQQ_,AUTRES - Contrôle et Reporting,Contrôles et test de la plateforme Chronodil afin d'identifier les bugs et les erreurs pour pouvoir les corriger par la suite.,,,3,true,2025-11-19 14:56:42.203,2025-11-19 14:56:42.203,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-13 23:00:00,false,,,true,,MEDIUM,DONE,yRlRbOWTZl9uRHHgWqnbZ,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,DAILY
oSFmQ4xTGHHotj_MCG9Ke,Formation externe,Formations externes : Formation Cyber sécurité.,,,2.5,true,2025-12-09 13:04:45.01,2025-12-09 13:04:45.01,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-12-09 13:02:27.397,false,,,true,,MEDIUM,DONE,VWDraT7dWYWk4Hn181VUN,MOYEN,,,,OPERATIONAL,Formation externe,PUNCTUAL
OunW4_KOq5WwORFEwvqDy,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : 
Contrôle des fins de stage ( 3 stagiaires)",,,0.5,true,2025-12-01 16:00:43.461,2025-12-01 16:00:43.461,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,WEEKLY_MONTHLY
oViPPEzcoJgcj0eTp1JB3,AUTRES - Administration,"Autres activités administratives : Relance à Madame pour validation des offres de stage, certificat et attestation de stage. 
Transmission du règlement intérieur à l'équipe ODILLON / Formation sur a gestion de temps à Nadia
",,,0.5,true,2025-11-14 17:25:00.964,2025-11-14 17:25:00.964,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-06 23:00:00,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
OW15tonCnHZxdEz82HB_t,Dossiers du personnel,"Gestion et mise à jour des dossiers du personnel : 
Point avec Carmine sur le fichier des recrutements de janvier à novembre : comparaison des listes.",,,1,true,2025-11-21 16:17:19.48,2025-11-21 16:17:19.48,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-21 15:59:54.938,false,,,true,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Dossiers du personnel,WEEKLY_MONTHLY
oxmyWrw8SHNEsr7UZCcp0,Session de coaching,Sessions de coaching individuel ou collectif : Présentation de la stratégie du Capital Humain 2026 par Madame Nathalie.,,,1,true,2025-11-20 10:08:14.503,2025-11-20 10:08:14.503,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-20 10:01:21.786,false,,,true,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,OPERATIONAL,Session de coaching,PUNCTUAL
Oyv-nHeFMwzx4RJRngfbe,Indicateurs de performance,Liste de présence du 13 novembre 2025,,,0.5,true,2025-11-17 12:05:23.633,2025-11-17 12:05:23.633,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-12 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
P20dCrTQwBl2Td79SRg5R,Rédaction des fiches de poste," mise à jour des fiches de poste",,,4,true,2025-12-23 13:32:18.805,2025-12-23 13:32:18.805,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-22 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,VJtsKJ_mrhE8B4CChM__e,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
paBpprscyJqlJ5X-RrDCZ,AUTRES - Administration,"Feuille de temps hebdomadaire  et planning de la semaine du 24 au 28 novembre
",,,1.5,true,2025-11-25 10:42:19.462,2025-11-25 10:42:19.462,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-23 23:00:00,false,,,false,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Administration,DAILY
PGeQM0QfZBLp-OYsPDVy5,Déplacement professionnel externe,Déplacement pour mission professionnelle hors de l'entreprise : Dépôt sur carte à faire à ORABANK,,,2,true,2025-11-28 09:47:46.181,2025-11-28 09:47:46.181,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-17 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Déplacement professionnel externe,PUNCTUAL
PL1SkhgovwhNr-ned3KJl,AUTRES - Administration,"Ebauche d'organigramme Institut ",,,1.5,true,2025-12-02 13:05:53.268,2025-12-02 13:05:53.268,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-02 08:08:24.495,false,,,true,,MEDIUM,IN_PROGRESS,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
POebaDsbcVNd7xB9P7_86,Rédaction des fiches de poste,"Rédaction et mise à jour des fiches de poste : 
- Mise à jour du fichier sur l'état des fiches de poste et d'objectif 
- point sur le statut de rédaction des fiches et ""Correction du point demandé par Madame""
",,,3.5,true,2025-11-17 14:08:13.911,2025-11-17 14:08:13.911,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-12 23:00:00,false,,,true,,MEDIUM,DONE,I6UCd_Orp7BUYCn7JICJc,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
ppbKcY4XuUxpU1m8KuOno,AUTRES - Administration,Autres activités administratives: Assister à la délibération des candidats externes  retenus à la SEEG,,,2,true,2025-12-09 15:09:41.396,2025-12-09 15:09:41.396,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-07 23:00:00,false,,,false,,MEDIUM,DONE,S0BsD2Y0Ydqcbn8lcY7_P,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
pRhJAxGak4YLLxekp4i57,Formation,Formation sur les congés payés,,,3,true,2025-11-10 08:40:13.844,2025-11-10 08:40:13.844,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-09 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,JwGH7d18lVnNxpntYKs7Z,MOYEN,,,,OPERATIONAL,Formation,PUNCTUAL
PSXS6KplsbyVeChmkysGg,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Ebauche du fichier pour le cabinet,,,1,true,2025-11-18 18:01:57.289,2025-11-18 18:01:57.289,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-18 18:00:12.363,false,,,true,,MEDIUM,IN_PROGRESS,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
PTlsorh5x1Y5mwn0IDhSF,AUTRES - Administration,Saisie des données de la grille salariale CAISTAB,,,5,true,2025-11-21 13:35:08.77,2025-11-21 13:35:08.77,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-21 13:32:40.597,false,,,true,,MEDIUM,IN_PROGRESS,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
q_FuM5mMi-XhCO0QsuT8l,Formation,Formation sur l'utilisation de Chronodil,,,1,true,2025-11-10 08:57:08.937,2025-12-09 13:10:46.588,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-13 00:00:00,false,,,false,,MEDIUM,DONE,,MOYEN,,,,OPERATIONAL,Formation,WEEKLY
q0nwYjh-T-kcCW8_4NL3f,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Liste de présence des agents de la CDC,,,1,true,2025-11-28 07:25:07.228,2025-11-28 07:25:07.228,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
qaIjJUDlmOipwj6bNisnA,Projet - Odillon,Projets internes Odillon : Mise en place du système de notification avec son et alerte dans Chronodil.,,,1.5,true,2025-11-28 09:48:12.505,2025-11-28 09:48:12.505,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Projet - Odillon,PUNCTUAL
QBz9wfcw88z-pobWv3J3k,Rapport mensuel,"Rapport mensuel d'activité RH : Correction du rapport mensuel ",,,2,true,2025-11-14 16:26:25.566,2025-11-14 16:26:25.566,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-03 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
Qd6MNc_lnXGXe0vErH6PA,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste,,,4,true,2025-12-19 08:49:44.705,2025-12-19 08:49:44.705,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-14 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
QEOfm-5AEuXsWHlbkXZ6A,AUTRES - Projets & Audits,GRille salariale CAISTAB,,,2,true,2025-11-27 13:30:29.842,2025-11-27 13:30:29.842,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-25 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Projets & Audits,DAILY
QKQ4ZDCSBKZeSocI283Pf,AUTRES - Administration,"lecture et amendements de la procédure de paie Caistab ",,,1.5,true,2025-11-28 08:41:20.807,2025-11-28 08:41:20.807,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 15:27:52.318,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
QrgVpvCEoeruaz-NNY1Ii,Renseignement des cartes de travail,Mise à jour des cartes de travail : Contrôle des cartes de travail renseignées par Nadia et rédaction du soit transmis desdits cartes,,,1.5,true,2025-12-23 10:45:16.715,2025-12-23 10:45:16.715,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,9GF7wwM4uEzU5qygnazEe,MOYEN,,,,OPERATIONAL,Renseignement des cartes de travail,MONTHLY
QTAZ9K0Jau67pI0EjQxVi,Projet - Odillon,Projets internes Odillon site web,,,4,true,2025-11-13 13:55:11.699,2025-11-13 14:17:14.198,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-27 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,yRlRbOWTZl9uRHHgWqnbZ,MOYEN,,,,OPERATIONAL,Projet - Odillon,MONTHLY
r307ZvWchz8ltANU0wSVP,Suivi du plan de congé,Suivi et contrôle du plan de congé : Suivi du plan des congés du mois de juillet à septembre 2025,,,2,true,2025-12-17 10:10:27.678,2025-12-17 10:10:27.678,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Suivi du plan de congé,WEEKLY
RDQv78qs0C-fsDPKUiXX1,AUTRES - Administration,"Modification sur les catégories de la feuille de temps sur excel ",,,1,true,2025-11-17 11:06:24.473,2025-11-17 11:06:24.473,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-17 10:37:59.525,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
rEVaXGgFWdzac_e0FwIdn,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Impression du rapport mensuel ",,,1,true,2025-12-09 18:26:29.831,2025-12-09 18:26:29.831,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-09 18:23:21.194,false,,,true,,MEDIUM,DONE,6lupVCzdVOKuMf6sP4BmU,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,MONTHLY
Ri2t8ndv1t0dmmGU4vRPt,Déplacement professionnel externe,Déplacement pour mission professionnelle hors de l'entreprise.,,,5,true,2025-12-08 11:22:05.192,2025-12-09 13:09:50.621,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-12-03 23:00:00,false,,,false,,MEDIUM,DONE,SQ-jYJ2ZhnyN11qsxRP3J,MOYEN,,,,OPERATIONAL,Déplacement professionnel externe,PUNCTUAL
RO4f155H-ZWskkLiUwcRj,AUTRES - Développement/Learning,"Autres activités de développement et formation : Lecture du code du travail et résumé ",,,2,true,2025-11-28 07:36:44.637,2025-11-28 07:36:44.637,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
rP7-pEVX2wlXjb7IPEl_z,Variables de la paie,"Suivi et contrôle des variables de paie / 
- Contrôle des justificatifs reçus
- Contrôle de la lettre de variable 
- Rédaction du rapport de contrôle des variables",,,4,true,2025-11-17 14:02:21.507,2025-11-17 14:02:21.507,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-12 23:00:00,false,,,true,,MEDIUM,DONE,I6UCd_Orp7BUYCn7JICJc,MOYEN,,,,REPORTING,Variables de la paie,MONTHLY
rsoXTCg9xwzSoXe7wjYhW,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting,,,2,true,2025-12-15 15:19:53.342,2025-12-15 15:19:53.342,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-12-15 15:14:59.597,false,,,true,,MEDIUM,IN_PROGRESS,9IvRkKN2Z8nko6ZKhAe0q,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,DAILY
S5ha0c440aNrfg8torXY5,Entretiens de recrutement,Conduite des entretiens de recrutement des chefs de division SEEG,,,30,true,2025-11-22 10:45:17.255,2025-11-22 10:45:17.255,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-22 10:44:21.435,false,,,true,,MEDIUM,IN_PROGRESS,3nhQjievZsC1dbmH-GKnh,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,WEEKLY
Si48kJaKIroQkiyC-bQBi,Rangement et Archivage,"Archivage des fiches de postes de l'Institut ",,,8,true,2025-11-12 11:29:09.885,2025-11-12 11:29:09.885,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-10 23:00:00,false,,,true,,MEDIUM,DONE,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Rangement et Archivage,PUNCTUAL
SmESmp81Ece-_cEf-gToP,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Draft indicateur RH ODILLON,,,1.5,true,2025-12-23 11:38:14.247,2025-12-23 11:38:14.247,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-23 11:32:47.9,false,,,true,,MEDIUM,DONE,cWlBw0hdFeSqS-BiGFPsp,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
sNpaAFC_8axeN_EZkpgXj,Rédaction des fiches de poste,"Rédaction et mise à jour des fiches de poste : 
- Coaching sur a rédaction de fiche de poste à Nadia
- Rédaction de la fiche de poste Secrétaire SG ",,,3,true,2025-11-17 13:55:00.254,2025-11-17 13:55:00.254,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-11 23:00:00,false,,,true,,MEDIUM,DONE,I6UCd_Orp7BUYCn7JICJc,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
SoH9lpKUSmE6TRUE5N8G8,Dossiers du personnel,Gestion et mise à jour des dossiers du personnel : Mise à jour des fichiers : Liste du personnel / Stagiaire / CDD via les variables de la paie de juin 2025 à octobre 2025,,,5.5,true,2025-11-19 16:09:40.157,2025-11-19 16:09:40.157,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-19 16:02:09.783,false,,,true,,MEDIUM,IN_PROGRESS,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Dossiers du personnel,WEEKLY
Spa7bPS3zGyYc-vziJvEp,AUTRES - Administration,Autres activités administratives : Dépôt de la facture du mois de novembre à rénovation,,,1,true,2025-11-21 16:12:29.265,2025-11-21 16:12:29.265,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-21 15:59:54.938,false,,,true,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,OPERATIONAL,AUTRES - Administration,MONTHLY
SPb1YJdag-3h8xshjnslJ,AUTRES - Projets & Audits,Autres projets et audits,,,1,true,2025-11-20 16:59:04.831,2025-11-20 16:59:04.831,,,,,uzoM3ZYUxlAdTcZz22TEBpxna0cSpHec,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,zpgJWammnaY69c3RppxOi,MOYEN,,,,OPERATIONAL,AUTRES - Projets & Audits,PUNCTUAL
SuAf9808Ui4Kbo4BniSBG,Indicateurs de performance,"Calcul et analyse des indicateurs de performance : Draft du fichier des indicateurs de performance ODILLON ",,,1,true,2025-12-01 15:14:14.217,2025-12-01 15:14:14.217,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-24 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Indicateurs de performance,PUNCTUAL
SUx0x-z0a4JQbk1RjeSEe,Rapport mensuel,"Rapport mensuel d'activité individuel ",,,2,true,2025-12-09 18:05:48.86,2025-12-09 18:05:48.86,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 18:03:27.499,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
Svhp6aEbsXT949f6AfMzt,Rapport mensuel,Rapport mensuel d'activité RH : Début du rapport mensuel du mois de novembre,,,3,true,2025-11-21 16:15:35.331,2025-11-21 16:15:35.331,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-21 16:04:06.833,false,,,true,,MEDIUM,IN_PROGRESS,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
sWSFXVqqNEV6PpLQVuIRP,Formation interne Odillon,Accompagnement dans la rédaction de la fiche de poste par Madame Eliane,,,2,true,2025-11-17 11:17:51.349,2025-11-17 11:17:51.349,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-11 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
SZxBdRcTnWEld0Ww9_tM1,AUTRES - Contrôle et Reporting,"mise à jour du compte rendu de la réunion de la SEEG ",,,0.5,true,2025-11-28 08:32:24.343,2025-11-28 08:32:24.343,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 15:27:52.318,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
t8EeASJLF4FMou3Flr-Ut,Entretiens de recrutement,"Présente au CODIR de la SEEG ",,,7,true,2025-12-09 08:15:31.068,2025-12-09 08:15:31.068,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-03 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,PUNCTUAL
tB4mbFmC7Xf71a32MWU78,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting :  réunion des agents ODILLON à kazzet,,,1,true,2025-12-17 10:06:18.798,2025-12-17 10:06:18.798,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
tcVqFR7C3RKslTRtNbsyq,AUTRES - Administration,Autres activités administratives : Impression des annexes du rapport mensuel,,,1.5,true,2025-11-19 17:09:28.382,2025-11-19 17:09:28.382,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-17 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
tFlR8kGlaXMiMbYZJ8eTh,AUTRES - Contrôle et Reporting,Debriefing sur les candidatures des Chef de Divisions retenus,,,4,true,2025-11-13 13:05:19.957,2025-11-13 13:05:19.957,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,mYc1tcRZHERJt2XApkSEt,MOYEN,,,,OPERATIONAL,AUTRES - Contrôle et Reporting,PUNCTUAL
tfTmiMGLAAOasDfNu7exr,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting,,,4,true,2025-12-16 07:30:53.794,2025-12-16 07:30:53.794,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-11 23:00:00,false,,,true,,MEDIUM,DONE,S0BsD2Y0Ydqcbn8lcY7_P,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
tg54HONhrXlhwhchCbXuP,Rapport mensuel,Clôture du rapport mensuel d'octobre 2025,,,3,true,2025-11-17 13:31:57.733,2025-11-17 13:31:57.733,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-10 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
tkM9DfUpMOqNwaRgNp8bg,Rapport mensuel,"Rapport mensuel d'activité RH : Première partie du rapport mensuel du mois de novembre ",,,2,true,2025-11-26 08:27:49.631,2025-11-26 08:27:49.631,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-26 08:21:57.935,false,,,true,,MEDIUM,IN_PROGRESS,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
TkQq0ipAfnXGi1HE9RGE0,Reporting tierce,"Préparation de la liste de présence à la réunion ",,,1,true,2025-11-28 08:36:41.514,2025-11-28 08:36:41.514,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 15:27:52.318,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,Reporting tierce,PUNCTUAL
TPveS0eNK-RO0DD1YVNu1,Indicateurs de performance,Calcul et analyse des indicateurs de performance : présence au poste des agents ODILLON,,,0.5,true,2025-12-16 08:07:42.515,2025-12-16 08:07:42.515,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-14 23:00:00,false,,,false,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
tT2c_YFTQEXedAcH0S0uH,Projet - Odillon,Projets internes Odillon : Développement du site Web d'odillon,,,5,true,2025-12-09 13:03:34.322,2025-12-09 13:03:34.322,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-12-09 13:02:27.397,false,,,true,,MEDIUM,IN_PROGRESS,VWDraT7dWYWk4Hn181VUN,MOYEN,,,,OPERATIONAL,Projet - Odillon,WEEKLY
TzaRC-OBslSb_xRxtca_W,Activité tierce,"Réunion ODILLON ",,,2,true,2025-11-28 08:39:48.119,2025-11-28 08:39:48.119,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 15:27:52.318,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
UF7FDKrs7SoiQ7qUUQQFp,Rapport mensuel,Rapport mensuel d'activité RH : Complément des tâches réalisées par Madame Nathalie,,,0.5,true,2025-12-01 14:56:50.766,2025-12-01 14:56:50.766,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
uIFLw-Be7QI9N5WhAQi8r,Indicateurs de performance,Calcul et analyse des indicateurs de performance : mise à jour du registre des présences des agents de la CDC,,,3,true,2025-11-21 16:34:01.504,2025-11-21 16:34:01.504,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-19 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
unLzLaM07J7MW-BD2Sclt,AUTRES - Développement/Learning,"Lecture des documents sur la procédure de recrutement ",,,2,true,2025-11-17 11:00:18.242,2025-11-17 11:00:18.242,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-03 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
